run,type,module,name,attrname,attrvalue,value
UniformCQI-6-20180915-18:13:06-15173,param,,,**.webServer[*].lambda,0.1,
UniformCQI-6-20180915-18:13:06-15173,param,,,**.bestCQIScheduler,false,
UniformCQI-6-20180915-18:13:06-15173,param,,,CellularNetwork.users[*].isBinomial,false,
UniformCQI-6-20180915-18:13:06-15173,param,,,**.nUsersCell,10,
UniformCQI-6-20180915-18:13:06-15173,param,,,**.**.timeFramePeriod,1ms,
UniformCQI-6-20180915-18:13:06-15173,param,,,**.**.nFrameSlots,25,
UniformCQI-6-20180915-18:13:06-15173,param,,,**.webServer[*].size_uniform_a,3,
UniformCQI-6-20180915-18:13:06-15173,param,,,**.webServer[*].size_uniform_b,75,
UniformCQI-6-20180915-18:13:06-15173,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
UniformCQI-6-20180915-18:13:06-15173,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
UniformCQI-6-20180915-18:13:06-15173,param,,,CellularNetwork.users[*].validationCQI,false,
UniformCQI-6-20180915-18:13:06-15173,param,,,CellularNetwork.users[*].fixedCQI,0,
UniformCQI-6-20180915-18:13:06-15173,param,,,**.webServer[*].fixedRate,false,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,configname,UniformCQI,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,datetime,20180915-18:13:06,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,experiment,UniformCQI,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,inifile,omnetpp.ini,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,iterationvars,$usertraffic=0.1,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,iterationvarsf,usertraffic=0.1-,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,measurement,$usertraffic=0.1,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,network,rrcellnet.CellularNetwork,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,processid,15178,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,repetition,7,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,replication,#7,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,resultdir,results,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,runnumber,7,
UniformCQI-7-20180915-18:13:06-15178,runattr,,,seedset,7,
UniformCQI-7-20180915-18:13:06-15178,itervar,,,usertraffic,0.1,
UniformCQI-7-20180915-18:13:06-15178,param,,,**.webServer[*].lambda,0.1,
UniformCQI-7-20180915-18:13:06-15178,param,,,**.bestCQIScheduler,false,
UniformCQI-7-20180915-18:13:06-15178,param,,,CellularNetwork.users[*].isBinomial,false,
UniformCQI-7-20180915-18:13:06-15178,param,,,**.nUsersCell,10,
UniformCQI-7-20180915-18:13:06-15178,param,,,**.**.timeFramePeriod,1ms,
UniformCQI-7-20180915-18:13:06-15178,param,,,**.**.nFrameSlots,25,
UniformCQI-7-20180915-18:13:06-15178,param,,,**.webServer[*].size_uniform_a,3,
UniformCQI-7-20180915-18:13:06-15178,param,,,**.webServer[*].size_uniform_b,75,
UniformCQI-7-20180915-18:13:06-15178,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
UniformCQI-7-20180915-18:13:06-15178,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
UniformCQI-7-20180915-18:13:06-15178,param,,,CellularNetwork.users[*].validationCQI,false,
UniformCQI-7-20180915-18:13:06-15178,param,,,CellularNetwork.users[*].fixedCQI,0,
UniformCQI-7-20180915-18:13:06-15178,param,,,**.webServer[*].fixedRate,false,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,configname,UniformCQI,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,datetime,20180915-18:13:07,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,experiment,UniformCQI,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,inifile,omnetpp.ini,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,iterationvars,$usertraffic=0.1,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,iterationvarsf,usertraffic=0.1-,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,measurement,$usertraffic=0.1,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,network,rrcellnet.CellularNetwork,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,processid,15183,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,repetition,8,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,replication,#8,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,resultdir,results,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,runnumber,8,
UniformCQI-8-20180915-18:13:07-15183,runattr,,,seedset,8,
UniformCQI-8-20180915-18:13:07-15183,itervar,,,usertraffic,0.1,
UniformCQI-8-20180915-18:13:07-15183,param,,,**.webServer[*].lambda,0.1,
UniformCQI-8-20180915-18:13:07-15183,param,,,**.bestCQIScheduler,false,
UniformCQI-8-20180915-18:13:07-15183,param,,,CellularNetwork.users[*].isBinomial,false,
UniformCQI-8-20180915-18:13:07-15183,param,,,**.nUsersCell,10,
UniformCQI-8-20180915-18:13:07-15183,param,,,**.**.timeFramePeriod,1ms,
UniformCQI-8-20180915-18:13:07-15183,param,,,**.**.nFrameSlots,25,
UniformCQI-8-20180915-18:13:07-15183,param,,,**.webServer[*].size_uniform_a,3,
UniformCQI-8-20180915-18:13:07-15183,param,,,**.webServer[*].size_uniform_b,75,
UniformCQI-8-20180915-18:13:07-15183,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
UniformCQI-8-20180915-18:13:07-15183,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
UniformCQI-8-20180915-18:13:07-15183,param,,,CellularNetwork.users[*].validationCQI,false,
UniformCQI-8-20180915-18:13:07-15183,param,,,CellularNetwork.users[*].fixedCQI,0,
UniformCQI-8-20180915-18:13:07-15183,param,,,**.webServer[*].fixedRate,false,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,configname,UniformCQI,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,datetime,20180915-18:13:08,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,experiment,UniformCQI,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,inifile,omnetpp.ini,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,iterationvars,$usertraffic=0.1,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,iterationvarsf,usertraffic=0.1-,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,measurement,$usertraffic=0.1,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,network,rrcellnet.CellularNetwork,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,processid,15188,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,repetition,9,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,replication,#9,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,resultdir,results,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,runnumber,9,
UniformCQI-9-20180915-18:13:08-15188,runattr,,,seedset,9,
UniformCQI-9-20180915-18:13:08-15188,itervar,,,usertraffic,0.1,
UniformCQI-9-20180915-18:13:08-15188,param,,,**.webServer[*].lambda,0.1,
UniformCQI-9-20180915-18:13:08-15188,param,,,**.bestCQIScheduler,false,
UniformCQI-9-20180915-18:13:08-15188,param,,,CellularNetwork.users[*].isBinomial,false,
UniformCQI-9-20180915-18:13:08-15188,param,,,**.nUsersCell,10,
UniformCQI-9-20180915-18:13:08-15188,param,,,**.**.timeFramePeriod,1ms,
UniformCQI-9-20180915-18:13:08-15188,param,,,**.**.nFrameSlots,25,
UniformCQI-9-20180915-18:13:08-15188,param,,,**.webServer[*].size_uniform_a,3,
UniformCQI-9-20180915-18:13:08-15188,param,,,**.webServer[*].size_uniform_b,75,
UniformCQI-9-20180915-18:13:08-15188,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
UniformCQI-9-20180915-18:13:08-15188,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
UniformCQI-9-20180915-18:13:08-15188,param,,,CellularNetwork.users[*].validationCQI,false,
