run,type,module,name,attrname,attrvalue,value
RegressionTest-7-20180920-01:30:52-7772,runattr,,,repetition,7,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,replication,#7,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,resultdir,results,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,runnumber,7,
RegressionTest-7-20180920-01:30:52-7772,runattr,,,seedset,7,
RegressionTest-7-20180920-01:30:52-7772,itervar,,,usertraffic,0.1,
RegressionTest-7-20180920-01:30:52-7772,param,,,**.nUsersCell,1,
RegressionTest-7-20180920-01:30:52-7772,param,,,**.webServer[*].lambda,0.1,
RegressionTest-7-20180920-01:30:52-7772,param,,,CellularNetwork.users[*].isBinomial,false,
RegressionTest-7-20180920-01:30:52-7772,param,,,**.bestCQIScheduler,false,
RegressionTest-7-20180920-01:30:52-7772,param,,,**.**.timeFramePeriod,1ms,
RegressionTest-7-20180920-01:30:52-7772,param,,,**.**.nFrameSlots,25,
RegressionTest-7-20180920-01:30:52-7772,param,,,**.webServer[*].size_uniform_a,3,
RegressionTest-7-20180920-01:30:52-7772,param,,,**.webServer[*].size_uniform_b,75,
RegressionTest-7-20180920-01:30:52-7772,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
RegressionTest-7-20180920-01:30:52-7772,param,,,CellularNetwork.users[*].cqi_binomial_p,0.5,
RegressionTest-7-20180920-01:30:52-7772,param,,,CellularNetwork.users[*].validationCQI,false,
RegressionTest-7-20180920-01:30:52-7772,param,,,CellularNetwork.users[*].fixedCQI,0,
RegressionTest-7-20180920-01:30:52-7772,param,,,**.webServer[*].fixedRate,false,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,configname,RegressionTest,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,datetime,20180920-01:30:52,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,experiment,RegressionTest,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,inifile,omnetpp.ini,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,iterationvars,$usertraffic=0.1,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,iterationvarsf,usertraffic=0.1-,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,measurement,$usertraffic=0.1,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,network,rrcellnet.CellularNetwork,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,processid,7777,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,repetition,8,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,replication,#8,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,resultdir,results,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,runnumber,8,
RegressionTest-8-20180920-01:30:52-7777,runattr,,,seedset,8,
RegressionTest-8-20180920-01:30:52-7777,itervar,,,usertraffic,0.1,
RegressionTest-8-20180920-01:30:52-7777,param,,,**.nUsersCell,1,
RegressionTest-8-20180920-01:30:52-7777,param,,,**.webServer[*].lambda,0.1,
RegressionTest-8-20180920-01:30:52-7777,param,,,CellularNetwork.users[*].isBinomial,false,
RegressionTest-8-20180920-01:30:52-7777,param,,,**.bestCQIScheduler,false,
RegressionTest-8-20180920-01:30:52-7777,param,,,**.**.timeFramePeriod,1ms,
RegressionTest-8-20180920-01:30:52-7777,param,,,**.**.nFrameSlots,25,
RegressionTest-8-20180920-01:30:52-7777,param,,,**.webServer[*].size_uniform_a,3,
RegressionTest-8-20180920-01:30:52-7777,param,,,**.webServer[*].size_uniform_b,75,
RegressionTest-8-20180920-01:30:52-7777,param,,,CellularNetwork.users[*].cqi_binomial_n,14,
